hue_mean,hue_std,sat_mean,sat_std,val_mean,val_std,color_uniformity,r_mean,g_mean,b_mean,texture_contrast,texture_dissimilarity,texture_homogeneity,texture_energy,texture_correlation,blemish_ratio,edge_density,roundness,image_path,fruit
24.008152,18.26175,75.64961,67.930244,188.05028,75.58472,0.014720981220493817,177.98103,187.98521,134.34552,2424.4509497637864,19.422082773548595,0.3434050514503706,0.20325661579936743,0.7636611882305953,0.1275908801020408,0.049147002551020405,0.8136104413208339,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.03.59 PM.png,apple
64.56332,83.76319,91.78733,83.64801,187.40207,71.21165,0.01195485555981585,187.39555,123.65139,123.260704,2738.2213840142877,22.377391297729986,0.3108449404225182,0.17078411245472852,0.7799138768177005,0.14124282525510204,0.06772161989795919,0.814457208885941,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.04.05 PM.png,apple
9.832071,29.296654,91.05156,99.20723,174.5177,81.86812,0.010079909529669874,172.5942,132.67494,125.200676,3562.9321558162956,24.927409263882076,0.44087140076893067,0.30830684771190586,0.8076203546712484,0.3687021683673469,0.04615752551020408,0.8146505754355892,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.04.11 PM.png,apple
21.3124,26.293295,71.35274,81.14096,187.37381,79.28348,0.012324230181804327,178.5127,187.1992,141.89278,2555.069669635754,18.731925628916713,0.4509642051040302,0.3191337691634524,0.7883229181985834,0.13811383928571427,0.024713010204081634,0.8140277239643924,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.04.16 PM.png,apple
9.823502,34.87041,84.16566,95.16231,182.28522,81.6897,0.01050836112188832,182.24913,136.84589,132.52023,3070.250041189648,20.98856548940627,0.46792957576838434,0.31964893418623996,0.8308611774712382,0.3312141262755102,0.024573501275510203,0.814457208885941,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.04.24 PM.png,apple
20.752213,20.392193,74.93995,76.54017,186.35106,75.877365,0.013065033504909533,178.90918,186.29637,136.38075,2620.2959447308453,19.923585416048383,0.41972524455130467,0.28548045713086434,0.7551969066615734,0.11623086734693877,0.035255899234693876,0.814602555209621,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.04.31 PM.png,apple
9.964365,19.827784,71.86069,75.68773,200.66779,74.38036,0.013212179604958272,200.64357,157.34644,143.2462,2137.2656908200734,20.92375351410388,0.2678241596988626,0.14884752677448373,0.8108114715692596,0.14219945790816327,0.02018893494897959,0.815247307273769,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.04.48 PM.png,apple
11.094129,20.61755,72.73248,75.744194,204.14798,73.7142,0.013202330300994035,204.1019,162.36288,143.61732,2115.9880225627394,20.301728390149847,0.2903561637371364,0.16836885609221347,0.8039952189374131,0.1265545280612245,0.02499202806122449,0.8159689953931208,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.06 PM.png,apple
8.703304,19.963903,70.13959,81.9317,193.13347,78.505714,0.01220528632610399,193.10304,150.95892,142.47044,2317.704992142578,21.322718486304844,0.3118490827161873,0.19948683078926682,0.8301466565176527,0.2062938456632653,0.025450414540816327,0.8142735567099771,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.12 PM.png,apple
11.4915495,19.513855,57.01774,71.38681,206.41672,75.40477,0.014008188006683025,206.36884,177.7334,160.05077,2196.87323632067,19.90841501391007,0.35221513835982876,0.24007170365816166,0.8044507046005435,0.13474569515306123,0.02090640943877551,0.8140745474422068,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.18 PM.png,apple
8.341438,26.004942,89.686646,88.87212,189.42455,73.43885,0.011252120976077307,188.30402,138.77235,127.01124,2854.446924728043,22.992214098866768,0.3783366997591753,0.26659973007726234,0.799101019930935,0.16091358418367346,0.06851881377551021,0.8133927286372382,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.27 PM.png,apple
22.768595,19.587505,65.14423,64.63305,197.5519,72.59289,0.015471958395567238,185.39087,197.41844,148.08331,2324.417626384353,17.495818167674564,0.4071286472307467,0.2526577514626617,0.7492708532144352,0.1038345025510204,0.034060108418367346,0.8137918685571637,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.34 PM.png,apple
15.665438,12.406406,102.72403,76.769844,216.59796,74.67218,0.013025946347133645,216.5944,188.50542,121.4422,2013.3977412140575,14.66432536201303,0.3658781741839352,0.15146152337363444,0.7628716062004524,0.10345583545918367,0.03354193239795918,0.8130480168882117,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.41 PM.png,apple
23.430803,22.701443,87.3859,83.02063,187.36714,75.26676,0.012045197452242556,174.73807,187.10098,127.29516,2422.4752932952615,19.475305734676994,0.37670320684475744,0.24799222925731393,0.7723331849353967,0.10809948979591837,0.038165656887755105,0.8134108713608711,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.05.48 PM.png,apple
23.312859,23.294006,66.26718,78.81701,199.47922,76.66848,0.012687615099387635,180.96153,199.39734,151.6618,2673.6004150019853,19.133533605714327,0.4721791256133201,0.32617344649200775,0.7635878365045445,0.11766581632653061,0.030791613520408163,0.8140640094116585,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.06.10 PM.png,apple
27.19633,30.665638,57.43463,72.70634,204.43405,73.02408,0.013753957413683647,198.29134,204.33723,158.70123,1784.756585645279,12.803237283483996,0.46113502493419967,0.1914578875190972,0.8081170809268113,0.10459183673469388,0.016661352040816327,0.8156635587222794,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.06.19 PM.png,apple
29.114676,18.23911,56.481483,70.07568,202.48074,71.12413,0.014270283299617447,198.17108,202.41447,155.53221,1668.3917987283785,11.61676406511219,0.44116177738998447,0.08705351735341321,0.8031559735809031,0.10720264668367346,0.017199457908163265,0.8155762312458245,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.06.33 PM.png,apple
98.6641,80.798965,89.396866,75.51376,176.94093,72.452324,0.013242617268450847,176.588,117.73031,121.33548,2682.108255559035,23.176918793705056,0.24365282579395584,0.08080232487039463,0.7754781160749897,0.1348453443877551,0.06676498724489796,0.8137668138484612,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.06.40 PM.png,apple
101.310326,86.89345,89.50068,79.28413,187.33188,72.49606,0.012612863643320442,187.32469,123.39242,127.539,3001.198449066483,25.99241170802356,0.27811898344491215,0.1581386958826194,0.7566684452038805,0.1630261479591837,0.09556361607142858,0.8132294441245415,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.06.47 PM.png,apple
34.79355,30.996925,78.36944,71.98867,196.05458,69.84853,0.013891072806868155,180.31102,195.7054,133.52856,1846.2677536556112,15.144482816566136,0.25889098043317715,0.07313982945636595,0.7714426287251082,0.10479113520408163,0.014927455357142858,0.8137374403862648,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.06.54 PM.png,apple
20.139948,28.17238,58.226364,68.74454,181.49234,76.98331,0.014546608254725231,179.40005,181.09305,143.27664,2027.791424781313,16.960970457705148,0.36586145736447057,0.1702504841065916,0.8136482624213175,0.1300422512755102,0.022919323979591837,0.8150690353970644,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.07.18 PM.png,apple
22.336416,22.89882,69.36699,68.525246,192.41663,74.07856,0.014593159708396591,183.57637,192.33957,142.16197,2331.8678347079713,18.597969271561134,0.3651184121075174,0.21543303242150727,0.7620873212875914,0.10038663903061225,0.0401985012755102,0.813592298597201,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.07.26 PM.png,apple
13.772322,41.11608,86.39327,90.99432,189.57042,76.90015,0.010989695281049766,188.14165,141.94171,131.42427,2845.7863691815055,22.285306361392536,0.4207966076481633,0.2985753489467302,0.8229036942409848,0.27951610331632654,0.05161830357142857,0.8129754459936798,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.07.32 PM.png,apple
68.308334,83.03617,67.6369,71.95437,188.65858,76.41622,0.013897694894703607,186.8149,145.90663,143.39087,2767.934856261084,23.379726946477106,0.3736099813082494,0.26810193630226853,0.795308035173878,0.15373883928571427,0.0985530931122449,0.8131931586772755,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.08.37 PM.png,apple
23.638771,21.08894,70.41257,66.53599,205.14713,72.32515,0.015029458221912328,194.51463,205.09207,146.89096,2082.608398134893,15.930060429393164,0.40351718018965066,0.23940084883570337,0.761595835975317,0.10255899234693877,0.02708466198979592,0.8139609853115607,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.08.52 PM.png,apple
28.04536,20.292593,77.52035,65.24481,198.07538,70.2043,0.015326886780691776,186.37558,197.96797,136.09212,2028.3324338420157,15.697193460963094,0.34897407418829396,0.1470789554992576,0.7525632992957898,0.10114397321428571,0.024573501275510203,0.8149711455933073,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.08.58 PM.png,apple
16.29847,45.741726,89.87416,91.86518,187.3979,75.24101,0.010885515933177096,186.67365,134.73111,127.146164,2912.8337750738674,23.34866724084477,0.3705506685015538,0.2404891435470143,0.8111550164214026,0.25508211096938777,0.04976482780612245,0.813519727702669,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.03 PM.png,apple
8.183514,27.906906,89.73928,89.928825,184.19666,77.31152,0.011119903819414858,182.23286,133.23587,126.22126,3353.2289469361435,24.886401253934604,0.380329711945786,0.2599335380576024,0.7865006534304155,0.26943160076530615,0.048509247448979595,0.8152873623334863,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.10 PM.png,apple
65.10066,83.964485,96.51617,83.09943,191.46388,71.12856,0.012033775978413635,191.45438,121.54707,121.01566,2710.8858605795795,22.957213869134726,0.29181517850987904,0.16479062877737055,0.7685727841870961,0.12256855867346939,0.07172751913265306,0.8134290140845043,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.17 PM.png,apple
88.80925,86.787865,68.722755,68.75529,180.94226,77.19768,0.014544333908142346,180.93631,136.71423,139.95102,2886.4202639744653,24.708054506484963,0.32640325894164696,0.20920676134914817,0.7874325366755994,0.1849689094387755,0.1065250318877551,0.814493545466861,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.25 PM.png,apple
80.96415,85.94491,78.751236,74.52667,190.79214,72.386,0.013418013096644869,190.75194,134.31427,136.74312,2362.2295978966963,21.337137377468665,0.2892973310316865,0.1623634312519543,0.8062440851002033,0.1494738520408163,0.038743622448979595,0.8137127124098971,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.31 PM.png,apple
79.375435,83.62242,75.848076,73.604706,190.46945,73.07799,0.013586086013482159,187.92245,139.50006,138.23885,2811.080268206118,24.906770811991105,0.2822157747921116,0.15585274694018056,0.7713945044249347,0.14164142219387754,0.05006377551020408,0.8145175775024828,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.47 PM.png,apple
103.4427,85.54079,91.666435,80.2318,184.49297,72.485435,0.012463884917428536,184.45699,120.72995,124.91789,2584.033584731854,23.131357367679954,0.2601408580448856,0.12711460945221056,0.7918005531680044,0.1955516581632653,0.04125478316326531,0.8148306114268565,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.09.54 PM.png,apple
83.50462,86.70282,64.73774,68.60787,183.85588,77.86541,0.014575584768303696,183.85106,142.2036,145.23738,2792.9908413887265,23.54788841942886,0.3651653002182308,0.24888666544707302,0.8018601479606362,0.18925382653061223,0.10227997448979592,0.8138100112807967,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.10.03 PM.png,apple
26.64786,55.451637,77.760185,78.72974,193.64012,76.012566,0.012701679436794594,189.43723,149.21465,136.89719,2934.7591795849667,24.046301208549284,0.35866938895466516,0.24788647936982117,0.7750166944081625,0.1651985012755102,0.06283880739795919,0.8130843023354776,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.10.11 PM.png,apple
17.970982,44.544796,83.91673,88.67408,179.54343,80.18853,0.011277251350240991,174.6395,142.3037,128.82462,3110.1981664760315,24.321749632359868,0.38652711061309053,0.25372237260980807,0.8099590499847318,0.3298190369897959,0.045798788265306124,0.8126307342446533,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.10.21 PM.png,apple
67.23896,84.00661,88.97985,81.58442,190.0302,71.07241,0.012257240863078233,190.00854,126.97806,127.07071,2571.4903994416536,22.520046564933885,0.28259891952198024,0.15476533767148165,0.7910886524485942,0.14182079081632654,0.04079639668367347,0.8156424263677273,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.10.37 PM.png,apple
69.3115,85.35026,84.92718,73.46594,193.2104,69.54594,0.01361174758600083,193.1966,128.76349,129.94029,2503.755053826992,22.341407660461776,0.2645740227480991,0.14430397910780218,0.7666856774806673,0.10130341198979592,0.03804607780612245,0.8154972845786636,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.10.43 PM.png,apple
66.90641,83.74073,98.5628,81.86907,190.85535,70.21477,0.012214623348080267,190.8354,119.301476,118.7599,2463.323045664031,21.947237704491933,0.2732083740255501,0.13427219671332302,0.7810035207930259,0.11292251275510204,0.03665098852040816,0.8134775196388956,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.10.53 PM.png,apple
40.357243,71.47956,91.12767,82.75393,191.43398,71.38654,0.012084016911028091,191.42572,129.22527,124.246216,2645.681318103728,21.87002370157844,0.2903677062847219,0.15326639930459035,0.7811612956898351,0.12228954081632654,0.04701450892857143,0.8137737258335308,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.08 PM.png,apple
99.89343,86.65254,95.59122,86.98772,179.08533,73.40816,0.011495874627674827,179.08058,117.38088,122.31355,2829.442814836754,23.261088840749366,0.3218998108381327,0.17548170118982842,0.8000389003249669,0.2264030612244898,0.051658163265306124,0.8133020150190733,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.16 PM.png,apple
65.99837,80.50732,72.73063,82.32895,177.22214,81.16458,0.01214639432412117,174.44238,145.47394,140.35965,2996.3418831845615,22.62848379605341,0.461928578148335,0.33835598903783454,0.8219686360490823,0.3034717793367347,0.07264429209183673,0.8141229520059029,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.24 PM.png,apple
20.660316,21.910828,49.526466,57.800297,193.88611,75.171295,0.017300946234534136,186.29538,193.82843,159.73296,2186.4624239781556,17.69996868055523,0.39701017385119997,0.28298695718135225,0.7886915216509831,0.10317681760204081,0.08376514668367346,0.8138281540044296,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.35 PM.png,apple
14.76423,43.580933,75.47774,89.051765,174.36275,83.79148,0.011229422378585712,173.66121,141.57304,136.07208,2993.556430954044,22.13393049111182,0.47454852059766595,0.3437083590406424,0.8401993827252232,0.37717235331632654,0.04223134566326531,0.8135378704263021,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.41 PM.png,apple
11.810706,37.146534,85.256195,92.86219,179.45955,78.30635,0.0107686442637009,177.69344,133.75647,127.517715,2949.48815265363,23.402688184305692,0.4048219974527798,0.28433331848902077,0.8211811559740183,0.3056042729591837,0.06002869897959184,0.8142210211099611,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.52 PM.png,apple
8.153978,27.132893,77.67662,88.14799,174.1209,83.71354,0.011344557220636996,173.1519,140.59523,133.86212,3583.353170824189,24.662541314330966,0.4480586594881888,0.326907913212074,0.8040498424938789,0.31240035076530615,0.04428411989795918,0.8134834422554031,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.11.59 PM.png,apple
5.8026943,15.824265,105.915,85.2016,202.36478,71.90907,0.011736867534728582,202.35976,129.19019,114.39431,2555.5704102648606,21.103255458877726,0.28797122006695186,0.14597894282946705,0.7680341846880597,0.10034677933673469,0.047931281887755105,0.8143663674336411,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.14 PM.png,apple
70.785934,61.63094,65.12363,57.93244,154.22423,77.33777,0.01726148247585341,136.80547,149.61278,121.21425,1466.0098904231238,16.588289970544942,0.19149044647857083,0.06452437076555817,0.8628761314052747,0.15852200255102042,0.03322305484693878,0.6529386474499248,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.20 PM.png,apple
21.203323,20.55892,74.35704,77.536156,188.75664,75.08135,0.01289720727048002,175.75044,188.7106,138.08069,2351.3973849607983,17.451948990451875,0.41524242716987436,0.2800337691082113,0.7783390488199189,0.10379464285714286,0.026745854591836735,0.8136467267680999,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.29 PM.png,apple
63.72778,79.877144,76.187164,72.61988,199.50554,73.13439,0.013770331939191095,197.59192,151.21713,141.79852,2584.2476425028963,21.87030888002061,0.34253355473340263,0.2246982341752808,0.7756216982921896,0.11242426658163265,0.07888233418367346,0.8147479015333009,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.34 PM.png,apple
24.57693,18.72827,90.726265,75.29757,183.90488,74.617645,0.013280639425991652,169.26392,183.662,119.48298,2114.0508009914456,18.82600418062819,0.3136949909802619,0.18499324712413195,0.7883652644125012,0.12334582270408163,0.04781170280612245,0.814868902372011,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.41 PM.png,apple
57.861588,78.12251,88.60956,75.847176,197.39874,72.889305,0.013184404828126717,195.4176,137.12883,129.55835,2464.8575808535597,20.918470165502363,0.2826969943899476,0.14194753436608892,0.7802342649597321,0.12474091198979592,0.05638153698979592,0.814511713757321,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.47 PM.png,apple
26.144053,54.1096,86.22823,75.89628,195.51675,73.536354,0.013175874885678347,193.21808,143.84962,129.71713,2422.339142671569,21.375663514391213,0.29526181372489285,0.1756682809512408,0.7860096812816806,0.11662946428571429,0.06277901785714286,0.8157240162063303,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.12.56 PM.png,apple
115.73912,72.86215,95.461395,84.68325,143.01965,79.304016,0.011808709241410581,142.36453,102.6647,106.32964,2313.3933895357018,20.735851176484434,0.2821331544451113,0.09804141163623892,0.8437626649605707,0.3550302933673469,0.05217633928571429,0.814548050338241,dataset\train\freshapples\rotated_by_15_Screen Shot 2018-06-08 at 5.13.02 PM.png,apple
